top_k,reagent_type,accuracy
1,exact_solvent,0.3438697318007663
2,exact_solvent,0.4444444444444444
3,exact_solvent,0.4952107279693487
4,exact_solvent,0.5191570881226054
5,exact_solvent,0.5507662835249042
6,exact_solvent,0.5727969348659003
7,exact_solvent,0.5948275862068966
8,exact_solvent,0.6024904214559387
9,exact_solvent,0.6130268199233716
10,exact_solvent,0.6245210727969349
1,exact_base,0.5718390804597702
2,exact_base,0.6954022988505747
3,exact_base,0.7528735632183908
4,exact_base,0.7806513409961686
5,exact_base,0.8045977011494253
6,exact_base,0.8323754789272031
7,exact_base,0.8457854406130269
8,exact_base,0.8563218390804598
9,exact_base,0.8630268199233716
10,exact_base,0.8716475095785441
1,overall,0.3045977011494253
2,overall,0.38409961685823757
3,overall,0.42337164750957856
4,overall,0.43582375478927204
5,overall,0.45306513409961685
6,overall,0.47126436781609193
7,overall,0.4827586206896552
8,overall,0.48659003831417624
9,overall,0.4932950191570881
10,overall,0.4990421455938697
